phi_deg, psi_deg, phi, psi, grad_phi, grad_psi
-177, -3, -3.0892327760299634, -0.05235987755982989, -50.944021290177815, 11.103647192645358
-177, 0, -3.0892327760299634, 0.0, -50.76863437471996, 7.111287128712871
-177, 3, -3.0892327760299634, 0.05235987755982989, -55.285413511555745, 2.8495409261665228
-177, 6, -3.0892327760299634, 0.10471975511965978, -57.74219873115559, 7.547666010748887
-177, 9, -3.0892327760299634, 0.15707963267948966, -60.26911266362672, 1.576335649786686
-177, 12, -3.0892327760299634, 0.20943951023931956, -59.022360188379224, 1.831926080903718
-177, 15, -3.0892327760299634, 0.2617993877991494, -55.54852850521092, 4.518803640733567
-177, 18, -3.0892327760299634, 0.3141592653589793, -55.88077602996338, -1.8317346410206914
-177, 21, -3.0892327760299634, 0.3665191429188092, -57.46994130541301, -8.609352130695736
-177, 24, -3.0892327760299634, 0.4188790204786391, -66.38344017314398, 1.4757630528965457
-177, 27, -3.0892327760299634, 0.47123889803846897, -56.80997482660933, -3.037111862521135
-177, 30, -3.0892327760299634, 0.5235987755982988, -50.324126382842856, -3.936729352196235
-177, 33, -3.0892327760299634, 0.5759586531581288, -59.569076877892364, 4.272544247237685
-177, 36, -3.0892327760299634, 0.6283185307179586, -56.46480955115968, -0.3187861137245479
-177, 39, -3.0892327760299634, 0.6806784082777885, -50.401812592541724, 9.322824119372628
-177, 42, -3.0892327760299634, 0.7330382858376184, -60.374228434125875, 4.8629492039550675
-177, 45, -3.0892327760299634, 0.7853981633974483, -65.28074024422901, 16.324816862794815
-177, 48, -3.0892327760299634, 0.8377580409572782, -65.98969378066056, 6.842021155298038
-177, 51, -3.0892327760299634, 0.8901179185171081, -55.070475958878355, 2.657205645820958
-177, 54, -3.0892327760299634, 0.9424777960769379, -64.2085985889856, 9.138380235353777
-177, 57, -3.0892327760299634, 0.9948376736367679, -58.66213324245094, -3.406187749370714
-177, 60, -3.0892327760299634, 1.0471975511965976, -58.23268387967045, 3.7426403055085125
-177, 63, -3.0892327760299634, 1.0995574287564276, -52.51147595887837, -6.322769263374383
-177, 66, -3.0892327760299634, 1.1519173063162575, -50.85664809393605, -2.117604574831563
-177, 69, -3.0892327760299634, 1.2042771838760873, -57.088542224427016, -10.830014143714696
-177, 72, -3.0892327760299634, 1.2566370614359172, -54.26074102107296, -4.126423712597606
-177, 75, -3.0892327760299634, 1.3089969389957472, -48.704584869769434, -4.335952093361709
-177, 78, -3.0892327760299634, 1.361356816555577, -53.366291658292496, -11.311827008779495
-177, 81, -3.0892327760299634, 1.413716694115407, -54.34371740086676, -12.942909844989142
-177, 84, -3.0892327760299634, 1.4660765716752369, -51.402819452149764, -21.784675849515626
-177, 87, -3.0892327760299634, 1.5184364492350666, -41.07393522264893, -21.38585769562647
-177, 90, -3.0892327760299634, 1.5707963267948966, -47.119492719476526, -16.292693007083646
-177, 93, -3.0892327760299634, 1.6231562043547265, -43.767100498098564, -10.180558021511104
-177, 96, -3.0892327760299634, 1.6755160819145565, -44.78472121909278, -16.021225016136597
-177, 99, -3.0892327760299634, 1.7278759594743862, -50.67394130541306, -20.065684089970237
-177, 102, -3.0892327760299634, 1.7802358370342162, -42.05388875908047, -17.53298474796204
-177, 105, -3.0892327760299634, 1.8325957145940461, -44.580419594319785, -23.4840180792212
-177, 108, -3.0892327760299634, 1.8849555921538759, -47.2818750398644, -22.009645469886504
-177, 111, -3.0892327760299634, 1.9373154697137058, -41.510044133540035, -26.36903523678922
-177, 114, -3.0892327760299634, 1.9896753472735358, -43.68077680680733, -24.534118072998872
-177, 117, -3.0892327760299634, 2.0420352248333655, -47.73145311551614, -33.388864275545366
-177, 120, -3.0892327760299634, 2.0943951023931953, -39.59154986087905, -21.640016418685924
-177, 123, -3.0892327760299634, 2.1467549799530254, -40.95928175730242, -15.614178462816138
-177, 126, -3.0892327760299634, 2.199114857512855, -48.130736426003, -20.989330605956706
-177, 129, -3.0892327760299634, 2.251474735072685, -45.65333430363491, -24.31096789761211
-177, 132, -3.0892327760299634, 2.303834612632515, -45.937324402644826, -19.857149743722523
-177, 135, -3.0892327760299634, 2.356194490192345, -45.72728175730239, -22.092608817556158
-177, 138, -3.0892327760299634, 2.4085543677521746, -50.33836018837922, -20.62178076267692
-177, 141, -3.0892327760299634, 2.4609142453120048, -43.34330764204665, -20.80800221274774
-177, 144, -3.0892327760299634, 2.5132741228718345, -49.80265417670017, -11.504589999452644
-177, 147, -3.0892327760299634, 2.5656340004316642, -57.3896610363082, -19.41342531091002
-177, 150, -3.0892327760299634, 2.6179938779914944, -40.17002814978583, -4.8660725035551025
-177, 153, -3.0892327760299634, 2.670353755551324, -47.86267397868037, -13.311828607091694
-177, 156, -3.0892327760299634, 2.722713633111154, -48.748617614121784, -7.227703522509503
-177, 159, -3.0892327760299634, 2.775073510670984, -49.43453232343693, -5.018984378520888
-177, 162, -3.0892327760299634, 2.827433388230814, -35.44209667987258, -0.6845424622554818
-177, 165, -3.0892327760299634, 2.8797932657906435, -48.79894816502106, 0.09606777084155836
-177, 168, -3.0892327760299634, 2.9321531433504737, -48.053043356696065, 4.1069552316618205
-177, 171, -3.0892327760299634, 2.9845130209103035, -35.28442723077184, 3.7200209103034627
-177, 174, -3.0892327760299634, 3.036872898470133, -40.05047595887838, 18.02996169429981
-177, 177, -3.0892327760299634, 3.0892327760299634, -46.19918960700946, 9.285168317335176
-174, -180, -3.036872898470133, -3.141592653589793, -38.13331431171736, 15.796272955080893
-174, -177, -3.036872898470133, -3.0892327760299634, -38.08609648993518, 16.591314500647766
-174, -174, -3.036872898470133, -3.036872898470133, -28.18317569785596, 18.045324657569076
-174, -171, -3.036872898470133, -2.9845130209103035, -34.13310639092527, 20.099226614449027
-174, -168, -3.036872898470133, -2.9321531433504737, -38.34348262854906, 15.900876451506452
-174, -165, -3.036872898470133, -2.8797932657906435, -39.60268064835103, 19.746714407376263
-174, -162, -3.036872898470133, -2.827433388230814, -46.83197767805399, 23.49341374938422
-174, -159, -3.036872898470133, -2.775073510670984, -47.576542034489634, 20.92154873495653
-174, -156, -3.036872898470133, -2.722713633111154, -38.16360144043024, 22.430515403697626
-174, -153, -3.036872898470133, -2.670353755551324, -36.09936381666783, 31.13151177540852
-174, -150, -3.036872898470133, -2.6179938779914944, -35.948875626770956, 28.983527949099653
-174, -147, -3.036872898470133, -2.5656340004316642, -48.67283906419261, 23.704771845563492
-174, -144, -3.036872898470133, -2.5132741228718345, -39.429789559242096, 36.439025643017004
-174, -141, -3.036872898470133, -2.4609142453120048, -34.22746282656884, 28.51370518304475
-174, -138, -3.036872898470133, -2.4085543677521746, -49.59262124241044, 20.79285997059771
-174, -135, -3.036872898470133, -2.356194490192345, -49.73654203448961, 26.13703456013041
-174, -132, -3.036872898470133, -2.303834612632515, -53.95329450973714, 32.2682883575839
-174, -129, -3.036872898470133, -2.251474735072685, -41.936433123598555, 16.14765106592895
-174, -126, -3.036872898470133, -2.199114857512855, -35.87129146835513, 30.993370209917092
-174, -123, -3.036872898470133, -2.1467549799530254, -37.78748262854905, 31.983049749944854
-174, -120, -3.036872898470133, -2.0943951023931953, -29.679165796865885, 32.86849166621068
-174, -117, -3.036872898470133, -2.0420352248333655, -31.245740054291602, 25.491903879505788
-174, -114, -3.036872898470133, -1.9896753472735358, -36.48413609389557, 25.169167577949356
-174, -111, -3.036872898470133, -1.9373154697137058, -43.29706678696488, 36.435698603125864
-174, -108, -3.036872898470133, -1.8849555921538759, -58.38050243052926, 38.79646725206472
-174, -105, -3.036872898470133, -1.8325957145940461, -26.735492529539158, 11.574542831696446
-174, -102, -3.036872898470133, -1.7802358370342162, -40.698819262212396, 20.217608510338273
-174, -99, -3.036872898470133, -1.7278759594743862, -46.42582916320252, 29.88987220878211
-174, -96, -3.036872898470133, -1.6755160819145565, -47.53428460874708, 20.474155709205906
-174, -93, -3.036872898470133, -1.6231562043547265, -36.597155895875765, 5.690518417550711
-174, -90, -3.036872898470133, -1.5707963267948966, -42.0478687671629, 15.7510692447074
-174, -87, -3.036872898470133, -1.5184364492350666, -37.28293807409359, 9.089026012458156
-174, -84, -3.036872898470133, -1.4660765716752369, -29.89997463667196, 0.1714481267433373
-174, -81, -3.036872898470133, -1.413716694115407, -36.624888569143096, 4.449969250929743
-174, -78, -3.036872898470133, -1.361356816555577, -37.87906678696489, 4.407807206799303
-174, -75, -3.036872898470133, -1.3089969389957472, -29.19730441072726, -8.131255827430367
-174, -72, -3.036872898470133, -1.2566370614359172, -36.088522232509455, -11.048031732946948
-174, -69, -3.036872898470133, -1.2042771838760873, -30.47702110024038, -1.0566987275724435
-174, -66, -3.036872898470133, -1.1519173063162575, -36.065670747360905, -15.528603345960521
-174, -63, -3.036872898470133, -1.0995574287564276, -35.279809361222306, -6.039270340586019
-174, -60, -3.036872898470133, -1.0471975511965976, -32.76334401468766, -5.27164030550853
-174, -57, -3.036872898470133, -0.9948376736367679, -43.00970045033122, -1.505237993203539
-174, -54, -3.036872898470133, -0.9424777960769379, -25.432845923800663, -18.834548552185467
-174, -51, -3.036872898470133, -0.8901179185171081, -23.337601440430227, -11.730354160672444
-174, -48, -3.036872898470133, -0.8377580409572782, -26.184443024588642, -12.65353600678319
-174, -45, -3.036872898470133, -0.7853981633974483, -20.349489488157104, -11.977262407349272
-174, -42, -3.036872898470133, -0.7330382858376184, -32.81889542875116, -4.6751373227669415
-174, -39, -3.036872898470133, -0.6806784082777885, -23.368951793309677, 8.087532316270932
-174, -36, -3.036872898470133, -0.6283185307179586, -34.37747272755894, 3.2644791830314746
-174, -33, -3.036872898470133, -0.5759586531581288, -26.74669054934114, -1.6648808809010547
-174, -30, -3.036872898470133, -0.5235987755982988, -32.72944302458866, -4.265112231962187
-174, -27, -3.036872898470133, -0.47123889803846897, -26.600453702422694, 11.657894040738958
-174, -24, -3.036872898470133, -0.4188790204786391, -32.74585886617281, 1.5402864520539468
-174, -21, -3.036872898470133, -0.3665191429188092, -22.567618201028385, 1.1446095564383083
-174, -18, -3.036872898470133, -0.3141592653589793, -33.796238922022575, 3.4293881063672225
-174, -15, -3.036872898470133, -0.2617993877991494, -39.33660144043023, 10.042532992929798
-174, -12, -3.036872898470133, -0.20943951023931956, -46.92773701290959, 11.387826394343806
-174, -9, -3.036872898470133, -0.15707963267948966, -44.57101424063238, 9.835149498728164
-174, -6, -3.036872898470133, -0.10471975511965978, -50.12140037924621, 10.239086464498634
-174, -3, -3.036872898470133, -0.05235987755982989, -48.14774995528174, -1.4546795400279084
-174, 0, -3.036872898470133, 0.0, -49.10232421270745, 0.7281683168316848
-174, 3, -3.036872898470133, 0.05235987755982989, -47.67548262854903, 4.246729044978406
-174, 6, -3.036872898470133, 0.10471975511965978, -49.31570045033124, -3.154829038756063
-174, 9, -3.036872898470133, 0.15707963267948966, -54.543601440430244, 2.9638009963213396
-174, 12, -3.036872898470133, 0.20943951023931956, -58.00716579686588, -3.977103622066578
-174, 15, -3.036872898470133, 0.2617993877991494, -57.247868767162906, -0.48781022065257373
-174, 18, -3.036872898470133, 0.3141592653589793, -54.13641332161838, -1.2469425618127696
-174, 21, -3.036872898470133, 0.3665191429188092, -53.18785886617279, -2.386104605943261
-174, 24, -3.036872898470133, 0.4188790204786391, -54.709779658252, 3.520624439035157
-174, 27, -3.036872898470133, 0.47123889803846897, -57.6966905493411, -1.4543692882637023
-174, 30, -3.036872898470133, 0.5235987755982988, -50.94172025231142, 2.633082528991884
-174, 33, -3.036872898470133, 0.5759586531581288, -52.25674995528168, 6.923811573970359
-174, 36, -3.036872898470133, 0.6283185307179586, -49.81102718300447, 4.8328871536021945
-174, 39, -3.036872898470133, 0.6806784082777885, -51.77988856914309, -2.865185781617467
-174, 42, -3.036872898470133, 0.7330382858376184, -50.88241332161834, 0.8059789069253553
-174, 45, -3.036872898470133, 0.7853981633974483, -55.323878668152986, 2.1648861697255053
-174, 48, -3.036872898470133, 0.8377580409572782, -63.62022520280645, -1.725256072424734
-174, 51, -3.036872898470133, 0.8901179185171081, -58.215740054291594, 4.365175942850658
-174, 54, -3.036872898470133, 0.9424777960769379, -57.441987579044074, 6.825152512581496
-174, 57, -3.036872898470133, 0.9948376736367679, -54.266928173103516, -0.8773659671925023
