gamma,kbt,l2_loss,l1_loss,linf_loss,rl2_loss,rl1_loss,l2_lq,l1_lq,linf_lq,rates_NN,l2_loss_pinn,l1_loss_pinn,linf_loss_pinn,rl2_loss_pinn,rl1_loss_pinn,l2_lq_pinn,l1_lq_pinn,linf_lq_pinn,rates_pinn
5,5,2.4966302277349108e-05,4.3870101528245345e-09,0.9999870493384151,0.0011495888669600398,9.301272535584877e-06,9.367416053502726e-05,1.5652703095294796e-08,12.800857543945312,3.5499576611641714e-09,0.0010248025911851564,0.0005620064323200887,0.9399994063923622,0.04718767066787859,1.1915575327299588,0.023058366081107465,0.01567958788631948,2.507871389389038,5.687645057150803e-07
