gamma,kbt,l2_loss,l1_loss,linf_loss,rl2_loss,rl1_loss,l2_lq,l1_lq,linf_lq,rates_NN,l2_loss_pinn,l1_loss_pinn,linf_loss_pinn,rl2_loss_pinn,rl1_loss_pinn,l2_lq_pinn,l1_lq_pinn,linf_lq_pinn,rates_pinn
1,5,1.4809282512365113e-05,7.037198350158285e-10,1.0,0.0006818992201137252,1.492010135367111e-06,0.0011965836160705533,3.0791350690600196e-08,225.62252807617188,3.0867511213727994e-07,0.00042925806933686005,1.6706361073800473e-05,1.0,0.019765356117956923,0.03542043126673021,0.002678607379440642,0.0006161360121262195,5.612720489501953,4.730610569936289e-08
5,5,2.4966302277349108e-05,4.3870101528245345e-09,0.9999870493384151,0.0011495888669600398,9.301272535584877e-06,9.367416053502726e-05,1.5652703095294796e-08,12.800857543945312,3.9076728519660264e-09,0.0010248025911851564,0.0005620064323200887,0.9399994063923622,0.04718767066787859,1.1915575327299588,0.023058366081107465,0.01567958788631948,2.507871389389038,6.178072453622008e-07
25,5,1.585315622297614e-05,4.0071759128494345e-08,0.7147720789909363,0.0007299799701280478,8.496091755035132e-05,0.0001045804969835677,1.3567968906484662e-06,5.251535892486572,3.932281167351448e-09,0.0017465353292532397,0.00018093708867674666,0.9677963145077229,0.08042157596530101,0.38362630958056687,0.004548889024290366,0.003401925894674009,2.132946729660034,1.3012388535571517e-06
