0.25,0.18,0.036521
0.25556,0.18,0.036512
0.26111,0.18,0.036506
0.26667,0.18,0.036501
0.27222,0.18,0.036498
0.27778,0.18,0.036497
0.28333,0.18,0.036498
0.28889,0.18,0.036502
0.29444,0.18,0.036507
0.3,0.18,0.036514
0.25,0.18889,0.036497
0.25556,0.18889,0.036489
0.26111,0.18889,0.036483
0.26667,0.18889,0.036479
0.27222,0.18889,0.036477
0.27778,0.18889,0.036477
0.28333,0.18889,0.036479
0.28889,0.18889,0.036483
0.29444,0.18889,0.036489
0.3,0.18889,0.036498
0.25,0.19778,0.03648
0.25556,0.19778,0.036473
0.26111,0.19778,0.036468
0.26667,0.19778,0.036464
0.27222,0.19778,0.036463
0.27778,0.19778,0.036464
0.28333,0.19778,0.036467
0.28889,0.19778,0.036471
0.29444,0.19778,0.036478
0.3,0.19778,0.036487
0.25,0.20667,0.036469
0.25556,0.20667,0.036462
0.26111,0.20667,0.036458
0.26667,0.20667,0.036456
0.27222,0.20667,0.036455
0.27778,0.20667,0.036457
0.28333,0.20667,0.036461
0.28889,0.20667,0.036466
0.29444,0.20667,0.036474
0.3,0.20667,0.036484
0.25,0.21556,0.036464
0.25556,0.21556,0.036459
0.26111,0.21556,0.036455
0.26667,0.21556,0.036454
0.27222,0.21556,0.036454
0.27778,0.21556,0.036457
0.28333,0.21556,0.036461
0.28889,0.21556,0.036468
0.29444,0.21556,0.036476
0.3,0.21556,0.036487
0.25,0.22444,0.036465
0.25556,0.22444,0.036461
0.26111,0.22444,0.036458
0.26667,0.22444,0.036458
0.27222,0.22444,0.036459
0.27778,0.22444,0.036463
0.28333,0.22444,0.036468
0.28889,0.22444,0.036475
0.29444,0.22444,0.036485
0.3,0.22444,0.036496
0.25,0.23333,0.036472
0.25556,0.23333,0.036469
0.26111,0.23333,0.036468
0.26667,0.23333,0.036468
0.27222,0.23333,0.036471
0.27778,0.23333,0.036475
0.28333,0.23333,0.036481
0.28889,0.23333,0.036489
0.29444,0.23333,0.0365
0.3,0.23333,0.036512
0.25,0.24222,0.036486
0.25556,0.24222,0.036483
0.26111,0.24222,0.036483
0.26667,0.24222,0.036485
0.27222,0.24222,0.036488
0.27778,0.24222,0.036493
0.28333,0.24222,0.0365
0.28889,0.24222,0.03651
0.29444,0.24222,0.036521
0.3,0.24222,0.036534
0.25,0.25111,0.036505
0.25556,0.25111,0.036504
0.26111,0.25111,0.036504
0.26667,0.25111,0.036507
0.27222,0.25111,0.036511
0.27778,0.25111,0.036517
0.28333,0.25111,0.036526
0.28889,0.25111,0.036536
0.29444,0.25111,0.036548
0.3,0.25111,0.036562
0.25,0.26,0.03653
0.25556,0.26,0.03653
0.26111,0.26,0.036531
0.26667,0.26,0.036535
0.27222,0.26,0.03654
0.27778,0.26,0.036548
0.28333,0.26,0.036557
0.28889,0.26,0.036568
0.29444,0.26,0.036581
0.3,0.26,0.036596
